1976.274524		IL: I’ll try to keep this from a descent into self-indulgent nostalgia. The fact is that I’m here tonight entirely through an accident, but I did write a poem some time ago called “Fortuna Et Cupidas” or “Chance and Appetite.” It’s a chance that I’m a poet. And it came about because my sister-in-law Eckie was working the Diana Grill in Montreal and at that same place John Sutherland’s sister Betty was also working as a hat-check girl. And one day I was on furlough and my sister-in-law Eckie told me, “you know there’s somebody working at Diana Grill who’s as crazy as you are. You ought to meet her.” And of course that was an invitation I couldn’t refuse so I met Betty and I embraced her the first time I saw her and I said, “You and I will have beautiful children, a prophecy that was fulfilled.”	Layton
2040.104663		So through Betty I met John [Sutherland] who had just started First Statement because, as Sandra’s told you, his poems had been rejected by Preview. And I became a member of the editorial board and I had met Louis Dudek when I was at McGill before I went into the army and so I said to Louis, who at that time was working in the Sun Life Building, “Why don’t you come along and join up?” And so he did. And so we had the group. The trio of John Sutherland, Louis Dudek, and myself, and then there was John Sutherland’s girlfriend who became his wife, Audrey Aikman and my wife Betty Sutherland. We composed the editorial board of First Statement.	Layton
2088.771253		There were several things that bound us together. One, our opposition to Canadian gentility. The feeling that there had to be a gap where some people believed, especially the academics, who were mostly English. You must remember what the period is. Most of the heads of the Canadian universities were imported from Great Britain. Just as now some of them are imported from the United States of America. And they, in turn, imported teachers, instructors, also from Great Britain. And they had absolutely no use for Canadian literature—it didn’t exist. And so we were protesting against that: the gentility that separated culture from reality. That’s how I define both gentility and academicism. And the three of us felt—we all felt—that this was bad.	Layton
2149.73682		The other thing that bound us together was the desire to create a national poetry. Not nationalistic—a distinction that has to be made. We weren’t going to keep out foreign influences. On the contrary, we were very much interested in what was happening in the United States, and to distinguish ourselves from Preview, I would say that we were more interested in the American poets like Cummings and Frost, and Hart Crane, and of course, the father of them all, Walt Whitman, than we were in the English poets. We felt that the Preview poets were very much oriented towards W. B. Yeats and T. S. Eliot. I had very little use then for T. S. Eliot. I’ve never been able to develop a real liking for him. I had some kind of admiration for W. B. Yeats, but certainly my heart was not with them as it was with the American poets.	Layton
2208.834188		Another thing that bound us was a kind of realism, a desire to describe the world as we saw it. Louis and I were both fortunate enough to be brought up in the slummy areas of Montreal. We knew something about prostitutes and drunks and crime and the more sordid aspects of urban life. And we were turning against the landscape poetry of Carmen and Roberts and so on. We wanted to express the urban reality.	Layton
2242.430637		And finally, of course, there was the left-wing orientation. Like the poets of Preview we were socialist in our outlook—left-wing in our outlook—I was a Marxist. Louis was not quite a Marxist but sympathetic. John Sutherland embraced Marxism, and largely because I was his brother-in-law, and also because I was always thundering at him, you know, excerpts from The Communist Manifesto and Das Kapital and The Class Struggles in France and all that. So these were the things that bound us together.	Layton
2275.528899		There was a great deal of rivalry between Preview and First Statement. They were the older writers—F. R. Scott, A. M. Klein, A. J. M. Smith. And there was Patrick Anderson, and I have to pay my tribute, my respects to Patrick Anderson. He was an Englishman and he came hot with the gospel right off the griddle of Dylan Thomas and the left-wing poets, Auden and Spender and people like that. We had not even heard of them—at least I hadn’t. And he knew the European poets. He knew poets like Stefan George and Rilke, and—oh, he was a blazing meteor that burst into the sky and for someone like myself who had never heard—let alone of European poetry—but I had never heard of T. S. Eliot! I mean, the universities were doing then a pretty good job of insulating anyone from any kind of useful or necessary knowledge. So I went through the university without ever hearing of T. S. Eliot. And of course when I was in highschool, not only did I hear of any important English poetry, but I had never heard of Canadian poets like Lampman, or Duncan Campbell Scott, or Sir Charles G. D. Roberts. I was brought up with the notion that to be a poet you had to be either English or dead!	Layton
2361.621746		IL: Imagine me going through the university and never hearing of T. S. Eliot or Auden or any of the important contemporary poets. Well, can you imagine my surprise and my delight in discovering modern poetry? And I discovered it largely through the influence of John Sutherland, and his sister Betty, and I got my first glimpse of Eliot and can you imagine the strangeness of a line like “an evening spread upon the table like an etherized patient”?  How foreign it sounded to somebody who’s brought up on [quoting William Wordsworth] “I wandered as lonely as a cloud / that floats on high.” Or [quoting Lord Alfred Tennyson] “Break, break, break / On thy cold gray stones.”  And coming across Auden—the foreign-ness, the strangeness of Auden’s line “Sir, no man’s enemy, forgiving all / But will his negative inversion”— how strange it sounded, how fascinating, how delightful. And all the surrealism and the fantasy and the imagination and what they were doing with language. That, for me, was the great thrill. And had I not met John through my wife Betty, I dare say I would’ve gone onto become a wealthy multi-millionaire in real estate, or somebody like that, instead of a poor poet.	Layton
2395.031375		IL recites excerpt from "The Wasteland" by T. S. Eliot	Layton
2404.123278		IL recites excerpt from "I Wandered Lonely As a Cloud" by William Wordsworth and "Break Break Break" by Lord Alfred Tennyson	Layton
2417.076125		IL recites excerpt from poem "Sir, No Man's Enemy (Petition Poem)" by W. H. Auden	Layton
2448.337325		It was great. And how wonderful—how wonderful to meet people like A. M. Klein and Frank Scott and Page and Anderson. All of them devoted to the craft of poetry. That’s what they taught me—that poetry was a craft. And their devotion to that craft, that there was something more in life than making money or achieving success, that getting a good poem done was the greatest thing you could accomplish. Having people who felt that way about it. That they survived to—know that somebody like A. M. Klein walked the streets of Montreal, that he was a poet that had been published, and that he had survived.	Layton
2493.111833		You must remember what the climate was then—the literary and cultural desert that Canada was in 1942, 1943. And suddenly to find a group of like-minded men and women who loved poetry, and every time we met at this man’s house or that man’s house, taking out a poem that you had just composed and reading it, and getting their criticism—criticism from those that valued the craft of poetry and had devoted their lives to it. For me, that is the essence of the ‘40s.	Layton
2534.928358		Apart from the rivalries and the jealousies, and the envy, the burning envy when a poet like Patrick Anderson published a poem—like his marvellous poem “Summer’s Joe” or “Canada,” you burned with envy, you wanted to do something better than he had done. Or getting Louis Dudek’s first copy of Unit of Five published along with four other poets and you were excluded. The burning, seething envy, you know?	Layton
